9.99603e-01 1.00000e+00
9.99025e-01 1.00006e+00
9.98282e-01 9.99845e-01
9.97784e-01 9.99950e-01
9.97463e-01 1.00006e+00
9.97223e-01 9.99998e-01
9.97052e-01 9.99990e-01
9.96936e-01 9.99996e-01
9.96862e-01 1.00005e+00
9.96806e-01 1.00002e+00
9.96760e-01 9.99979e-01
9.96735e-01 1.00002e+00
9.96720e-01 1.00003e+00
9.96704e-01 9.99994e-01
9.96695e-01 1.00002e+00
9.96693e-01 1.00003e+00
9.96689e-01 1.00003e+00
9.96686e-01 1.00003e+00
9.96684e-01 1.00003e+00
9.96681e-01 1.00003e+00
9.96674e-01 1.00001e+00
9.96666e-01 9.99987e-01
9.96659e-01 9.99973e-01
9.96654e-01 9.99967e-01
9.96650e-01 9.99959e-01
9.96646e-01 9.99943e-01
9.96644e-01 9.99935e-01
9.96646e-01 9.99946e-01
9.96652e-01 9.99969e-01
9.96661e-01 9.99988e-01
9.96668e-01 1.00001e+00
9.96676e-01 1.00002e+00
9.96682e-01 1.00005e+00
9.96686e-01 1.00005e+00
9.96686e-01 1.00005e+00
9.96684e-01 1.00003e+00
9.96682e-01 1.00003e+00
9.96681e-01 1.00003e+00
9.96678e-01 1.00003e+00
9.96673e-01 1.00001e+00
9.96667e-01 9.99998e-01
9.96659e-01 9.99975e-01
9.96653e-01 9.99963e-01
9.96648e-01 9.99944e-01
9.96645e-01 9.99944e-01
9.96645e-01 9.99948e-01
9.96647e-01 9.99955e-01
9.96650e-01 9.99963e-01
9.96654e-01 9.99973e-01
9.96658e-01 9.99984e-01
9.96663e-01 9.99994e-01
9.96668e-01 1.00001e+00
9.96673e-01 1.00002e+00
9.96679e-01 1.00003e+00
9.96684e-01 1.00005e+00
9.96687e-01 1.00005e+00
9.96686e-01 1.00005e+00
9.96683e-01 1.00004e+00
9.96678e-01 1.00003e+00
9.96673e-01 1.00001e+00
9.96667e-01 9.99994e-01
9.96661e-01 9.99979e-01
9.96657e-01 9.99971e-01
9.96653e-01 9.99962e-01
9.96651e-01 9.99958e-01
9.96650e-01 9.99960e-01
9.96650e-01 9.99964e-01
9.96651e-01 9.99971e-01
9.96651e-01 9.99972e-01
9.96651e-01 9.99972e-01
9.96652e-01 9.99974e-01
9.96654e-01 9.99979e-01
9.96657e-01 9.99989e-01
9.96662e-01 1.00000e+00
9.96669e-01 1.00002e+00
9.96676e-01 1.00004e+00
9.96683e-01 1.00005e+00
9.96690e-01 1.00007e+00
9.96696e-01 1.00008e+00
9.96703e-01 1.00009e+00
9.96708e-01 1.00010e+00
9.96713e-01 1.00011e+00
9.96716e-01 1.00012e+00
9.96716e-01 1.00011e+00
9.96714e-01 1.00010e+00
9.96709e-01 1.00009e+00
9.96701e-01 1.00007e+00
9.96691e-01 1.00004e+00
9.96679e-01 1.00001e+00
9.96666e-01 9.99973e-01
9.96654e-01 9.99944e-01
9.96641e-01 9.99910e-01
9.96631e-01 9.99894e-01
9.96622e-01 9.99869e-01
9.96614e-01 9.99857e-01
9.96609e-01 9.99847e-01
9.96605e-01 9.99843e-01
9.96603e-01 9.99846e-01
9.96603e-01 9.99852e-01
9.96605e-01 9.99861e-01
9.96608e-01 9.99873e-01
9.96614e-01 9.99890e-01
9.96621e-01 9.99912e-01
9.96630e-01 9.99938e-01
9.96641e-01 9.99967e-01
9.96653e-01 9.99997e-01
9.96666e-01 1.00003e+00
9.96680e-01 1.00006e+00
9.96694e-01 1.00010e+00
9.96707e-01 1.00012e+00
9.96720e-01 1.00016e+00
9.96730e-01 1.00017e+00
9.96739e-01 1.00019e+00
9.96746e-01 1.00020e+00
9.96750e-01 1.00020e+00
9.96752e-01 1.00020e+00
9.96754e-01 1.00019e+00
9.96752e-01 1.00018e+00
9.96747e-01 1.00016e+00
9.96739e-01 1.00014e+00
9.96728e-01 1.00011e+00
9.96712e-01 1.00007e+00
9.96694e-01 1.00002e+00
9.96672e-01 9.99962e-01
9.96648e-01 9.99906e-01
9.96623e-01 9.99848e-01
9.96598e-01 9.99791e-01
9.96573e-01 9.99738e-01
9.96550e-01 9.99688e-01
9.96531e-01 9.99657e-01
9.96515e-01 9.99622e-01
9.96505e-01 9.99616e-01
9.96501e-01 9.99623e-01
9.96504e-01 9.99643e-01
9.96514e-01 9.99680e-01
9.96532e-01 9.99734e-01
9.96559e-01 9.99805e-01
9.96592e-01 9.99892e-01
9.96632e-01 9.99991e-01
9.96677e-01 1.00010e+00
9.96725e-01 1.00021e+00
9.96774e-01 1.00033e+00
9.96821e-01 1.00043e+00
9.96862e-01 1.00051e+00
9.96896e-01 1.00059e+00
9.96919e-01 1.00062e+00
9.96928e-01 1.00061e+00
9.96925e-01 1.00058e+00
9.96909e-01 1.00053e+00
9.96879e-01 1.00044e+00
9.96838e-01 1.00032e+00
9.96787e-01 1.00019e+00
9.96727e-01 1.00004e+00
9.96661e-01 9.99878e-01
9.96593e-01 9.99723e-01
9.96525e-01 9.99545e-01
9.96464e-01 9.99439e-01
9.96410e-01 9.99293e-01
9.96367e-01 9.99238e-01
9.96339e-01 9.99185e-01
9.96324e-01 9.99189e-01
9.96325e-01 9.99219e-01
9.96341e-01 9.99286e-01
9.96373e-01 9.99389e-01
9.96419e-01 9.99518e-01
