0.00000e+00 1.00000e+01 1.00000e+01 1.00000e+01
5.00000e-02 1.16792e+01 1.75103e+01 1.57705e+01
1.00000e-01 1.49788e+01 2.12811e+01 2.63157e+01
1.50000e-01 1.67682e+01 1.66361e+01 3.78795e+01
2.00000e-01 1.44872e+01 6.04971e+00 4.16682e+01
2.50000e-01 9.39915e+00 -1.40387e+00 3.76134e+01
3.00000e-01 4.52781e+00 -3.75163e+00 3.20333e+01
3.50000e-01 1.20699e+00 -3.89933e+00 2.75419e+01
4.00000e-01 -7.68715e-01 -3.77171e+00 2.40833e+01
4.50000e-01 -1.98671e+00 -4.02173e+00 2.13369e+01
5.00000e-01 -2.92770e+00 -4.77314e+00 1.91812e+01
5.50000e-01 -3.91493e+00 -6.10271e+00 1.76556e+01
6.00000e-01 -5.20639e+00 -8.23802e+00 1.69782e+01
6.50000e-01 -6.96376e+00 -1.09829e+01 1.75997e+01
7.00000e-01 -9.19936e+00 -1.40270e+01 2.01735e+01
7.50000e-01 -1.15963e+01 -1.60491e+01 2.51183e+01
8.00000e-01 -1.32533e+01 -1.50238e+01 3.12854e+01
8.50000e-01 -1.30735e+01 -1.05427e+01 3.54574e+01
9.00000e-01 -1.09615e+01 -5.45610e+00 3.55306e+01
9.50000e-01 -8.04688e+00 -2.30033e+00 3.27511e+01
1.00000e+00 -5.50463e+00 -1.23157e+00 2.91798e+01
1.05000e+00 -3.81812e+00 -1.32132e+00 2.57966e+01
1.10000e+00 -2.94896e+00 -1.90051e+00 2.28213e+01
1.15000e+00 -2.70677e+00 -2.73590e+00 2.02721e+01
1.20000e+00 -2.94541e+00 -3.85445e+00 1.81712e+01
1.25000e+00 -3.59548e+00 -5.30793e+00 1.65981e+01
1.30000e+00 -4.71026e+00 -7.48865e+00 1.57629e+01
1.35000e+00 -6.38671e+00 -1.03453e+01 1.61088e+01
1.40000e+00 -8.66710e+00 -1.37694e+01 1.83718e+01
1.45000e+00 -1.13406e+01 -1.66378e+01 2.33249e+01
1.50000e+00 -1.35216e+01 -1.64450e+01 3.03388e+01
1.55000e+00 -1.38191e+01 -1.18972e+01 3.59080e+01
1.60000e+00 -1.17454e+01 -5.81212e+00 3.67572e+01
1.65000e+00 -8.47288e+00 -1.83548e+00 3.38977e+01
1.70000e+00 -5.49388e+00 -4.19969e-01 2.99869e+01
1.75000e+00 -3.46495e+00 -3.96993e-01 2.63129e+01
1.80000e+00 -2.35116e+00 -8.74324e-01 2.31083e+01
1.85000e+00 -1.90322e+00 -1.51671e+00 2.03386e+01
1.90000e+00 -1.91301e+00 -2.30474e+00 1.79669e+01
1.95000e+00 -2.28054e+00 -3.36039e+00 1.59987e+01
2.00000e+00 -2.98904e+00 -4.78035e+00 1.44995e+01
2.05000e+00 -4.14040e+00 -7.00500e+00 1.36665e+01
2.10000e+00 -5.91058e+00 -1.01801e+01 1.39766e+01
2.15000e+00 -8.41554e+00 -1.41406e+01 1.63285e+01
2.20000e+00 -1.15062e+01 -1.78309e+01 2.18777e+01
2.25000e+00 -1.42349e+01 -1.81550e+01 3.03703e+01
2.30000e+00 -1.47643e+01 -1.26564e+01 3.74441e+01
2.35000e+00 -1.22834e+01 -5.05633e+00 3.84169e+01
2.40000e+00 -8.32049e+00 -3.67916e-01 3.48271e+01
2.45000e+00 -4.80222e+00 1.09874e+00 3.03252e+01
2.50000e+00 -2.45927e+00 1.07988e+00 2.63500e+01
2.55000e+00 -1.14340e+00 7.10895e-01 2.29868e+01
2.60000e+00 -4.86025e-01 3.90559e-01 2.00974e+01
2.65000e+00 -1.88717e-01 1.84535e-01 1.75844e+01
2.70000e+00 -4.88568e-02 1.62869e-01 1.53885e+01
2.75000e+00 1.95316e-02 1.00863e-01 1.34676e+01
2.80000e+00 6.64832e-02 1.76585e-01 1.17867e+01
2.85000e+00 1.12115e-01 1.94565e-01 1.03162e+01
2.90000e+00 1.56131e-01 2.56088e-01 9.02989e+00
2.95000e+00 2.17916e-01 3.71550e-01 7.90544e+00
3.00000e+00 3.17216e-01 5.70134e-01 6.92445e+00
3.05000e+00 4.82665e-01 9.07001e-01 6.07375e+00
3.10000e+00 7.61597e-01 1.47943e+00 5.34990e+00
3.15000e+00 1.24594e+00 2.50887e+00 4.77457e+00
3.20000e+00 2.07270e+00 4.19729e+00 4.43585e+00
3.25000e+00 3.48153e+00 7.11453e+00 4.60908e+00
3.30000e+00 5.86095e+00 1.18983e+01 6.09722e+00
3.35000e+00 9.63703e+00 1.87015e+01 1.09087e+01
3.40000e+00 1.46242e+01 2.46956e+01 2.22507e+01
3.45000e+00 1.82957e+01 2.12617e+01 3.83565e+01
3.50000e+00 1.65353e+01 6.97436e+00 4.56125e+01
3.55000e+00 1.02043e+01 -3.83169e+00 4.06716e+01
3.60000e+00 3.84660e+00 -6.91889e+00 3.37941e+01
3.65000e+00 -4.34626e-01 -6.95097e+00 2.90859e+01
3.70000e+00 -2.94285e+00 -6.74044e+00 2.60372e+01
3.75000e+00 -4.48002e+00 -7.03611e+00 2.39999e+01
3.80000e+00 -5.65370e+00 -7.90898e+00 2.27813e+01
3.85000e+00 -6.81195e+00 -9.23565e+00 2.24429e+01
3.90000e+00 -8.08904e+00 -1.07539e+01 2.31429e+01
3.95000e+00 -9.39970e+00 -1.18957e+01 2.49321e+01
4.00000e+00 -1.04722e+01 -1.21390e+01 2.74836e+01
4.05000e+00 -1.09446e+01 -1.10822e+01 2.99558e+01
4.10000e+00 -1.05909e+01 -9.07746e+00 3.13436e+01
4.15000e+00 -9.54352e+00 -7.00803e+00 3.12169e+01
4.20000e+00 -8.21284e+00 -5.57033e+00 2.99035e+01
4.25000e+00 -7.02041e+00 -4.97669e+00 2.80183e+01
4.30000e+00 -6.22079e+00 -5.09077e+00 2.60544e+01
4.35000e+00 -5.89673e+00 -5.72543e+00 2.43156e+01
4.40000e+00 -6.03875e+00 -6.76460e+00 2.30098e+01
4.45000e+00 -6.60768e+00 -8.13970e+00 2.23341e+01
4.50000e+00 -7.54695e+00 -9.73723e+00 2.25088e+01
4.55000e+00 -8.72507e+00 -1.11804e+01 2.37048e+01
4.60000e+00 -9.90780e+00 -1.20650e+01 2.58684e+01
4.65000e+00 -1.07487e+01 -1.18278e+01 2.84960e+01
4.70000e+00 -1.08879e+01 -1.03238e+01 3.06198e+01
4.75000e+00 -1.02196e+01 -8.19832e+00 3.13974e+01
4.80000e+00 -9.01256e+00 -6.35616e+00 3.07355e+01
4.85000e+00 -7.71038e+00 -5.27894e+00 2.91430e+01
4.90000e+00 -6.67098e+00 -5.00093e+00 2.72050e+01
4.95000e+00 -6.06969e+00 -5.34391e+00 2.53277e+01
5.00000e+00 -5.94224e+00 -6.14837e+00 2.37635e+01
5.05000e+00 -6.26296e+00 -7.32482e+00 2.27086e+01
5.10000e+00 -6.98673e+00 -8.79702e+00 2.23682e+01
5.15000e+00 -8.01931e+00 -1.02983e+01 2.29382e+01
5.20000e+00 -9.20216e+00 -1.15662e+01 2.45144e+01
5.25000e+00 -1.02704e+01 -1.20512e+01 2.69012e+01
5.30000e+00 -1.08546e+01 -1.13085e+01 2.93987e+01
5.35000e+00 -1.06686e+01 -9.48228e+00 3.10201e+01
5.40000e+00 -9.75444e+00 -7.40680e+00 3.11892e+01
5.45000e+00 -8.48092e+00 -5.87735e+00 3.01040e+01
5.50000e+00 -7.27585e+00 -5.15192e+00 2.83475e+01
5.55000e+00 -6.41895e+00 -5.14886e+00 2.64324e+01
5.60000e+00 -6.01890e+00 -5.68818e+00 2.46889e+01
5.65000e+00 -6.07996e+00 -6.64255e+00 2.33369e+01
5.70000e+00 -6.56710e+00 -7.93584e+00 2.25712e+01
5.75000e+00 -7.42648e+00 -9.46378e+00 2.26025e+01
5.80000e+00 -8.53724e+00 -1.08845e+01 2.36005e+01
5.85000e+00 -9.69007e+00 -1.18472e+01 2.55497e+01
5.90000e+00 -1.05702e+01 -1.18100e+01 2.80435e+01
5.95000e+00 -1.08255e+01 -1.05498e+01 3.02135e+01
6.00000e+00 -1.03068e+01 -8.57116e+00 3.12022e+01
6.05000e+00 -9.21495e+00 -6.72124e+00 3.07890e+01
6.10000e+00 -7.95656e+00 -5.54127e+00 2.93791e+01
6.15000e+00 -6.89776e+00 -5.14351e+00 2.75387e+01
6.20000e+00 -6.24073e+00 -5.38338e+00 2.56950e+01
6.25000e+00 -6.04248e+00 -6.10006e+00 2.41193e+01
6.30000e+00 -6.28703e+00 -7.19354e+00 2.30129e+01
6.35000e+00 -6.93225e+00 -8.58495e+00 2.25744e+01
6.40000e+00 -7.90941e+00 -1.01214e+01 2.30115e+01
6.45000e+00 -9.06001e+00 -1.13722e+01 2.44370e+01
6.50000e+00 -1.01189e+01 -1.19233e+01 2.66745e+01
6.55000e+00 -1.07420e+01 -1.13279e+01 2.90975e+01
6.60000e+00 -1.06426e+01 -9.65759e+00 3.07727e+01
6.65000e+00 -9.82728e+00 -7.65900e+00 3.10889e+01
6.70000e+00 -8.62315e+00 -6.11262e+00 3.01581e+01
6.75000e+00 -7.44161e+00 -5.32232e+00 2.85117e+01
6.80000e+00 -6.57126e+00 -5.24834e+00 2.66584e+01
6.85000e+00 -6.13674e+00 -5.72462e+00 2.49407e+01
6.90000e+00 -6.15327e+00 -6.62051e+00 2.35865e+01
6.95000e+00 -6.59018e+00 -7.85364e+00 2.27901e+01
7.00000e+00 -7.39501e+00 -9.32062e+00 2.27545e+01
7.05000e+00 -8.45118e+00 -1.06961e+01 2.36419e+01
7.10000e+00 -9.56249e+00 -1.16637e+01 2.54463e+01
7.15000e+00 -1.04364e+01 -1.17131e+01 2.78093e+01
7.20000e+00 -1.07371e+01 -1.06018e+01 2.99365e+01
7.25000e+00 -1.03036e+01 -8.75486e+00 3.09995e+01
7.30000e+00 -9.29882e+00 -6.95481e+00 3.07255e+01
7.35000e+00 -8.09579e+00 -5.75001e+00 2.94478e+01
7.40000e+00 -7.05267e+00 -5.29545e+00 2.76999e+01
7.45000e+00 -6.38169e+00 -5.47585e+00 2.59107e+01
7.50000e+00 -6.15246e+00 -6.13706e+00 2.43604e+01
7.55000e+00 -6.35647e+00 -7.17447e+00 2.32541e+01
7.60000e+00 -6.95396e+00 -8.50449e+00 2.27865e+01
7.65000e+00 -7.87741e+00 -9.97852e+00 2.31551e+01
7.70000e+00 -8.97429e+00 -1.11878e+01 2.44658e+01
7.75000e+00 -9.99546e+00 -1.17559e+01 2.65597e+01
7.80000e+00 -1.06197e+01 -1.12586e+01 2.88678e+01
7.85000e+00 -1.05713e+01 -9.73055e+00 3.05235e+01
7.90000e+00 -9.83797e+00 -7.84023e+00 3.09217e+01
7.95000e+00 -8.71030e+00 -6.32663e+00 3.01162e+01
8.00000e+00 -7.57480e+00 -5.51232e+00 2.85829e+01
8.05000e+00 -6.71733e+00 -5.39250e+00 2.68113e+01
8.10000e+00 -6.27166e+00 -5.81995e+00 2.51468e+01
8.15000e+00 -6.26208e+00 -6.66589e+00 2.38225e+01
8.20000e+00 -6.66231e+00 -7.84261e+00 2.30323e+01
8.25000e+00 -7.42059e+00 -9.24337e+00 2.29713e+01
8.30000e+00 -8.42156e+00 -1.05511e+01 2.37883e+01
8.35000e+00 -9.47720e+00 -1.14777e+01 2.54719e+01
8.40000e+00 -1.03143e+01 -1.15532e+01 2.76895e+01
8.45000e+00 -1.06205e+01 -1.05474e+01 2.97120e+01
8.50000e+00 -1.02406e+01 -8.83552e+00 3.07681e+01
8.55000e+00 -9.31436e+00 -7.12903e+00 3.05749e+01
8.60000e+00 -8.18148e+00 -5.95129e+00 2.94100e+01
8.65000e+00 -7.18097e+00 -5.47868e+00 2.77646e+01
8.70000e+00 -6.52424e+00 -5.62314e+00 2.60547e+01
8.75000e+00 -6.28816e+00 -6.24277e+00 2.45621e+01
8.80000e+00 -6.47042e+00 -7.23203e+00 2.34939e+01
8.85000e+00 -7.03328e+00 -8.50136e+00 2.30405e+01
8.90000e+00 -7.90862e+00 -9.90006e+00 2.33868e+01
8.95000e+00 -8.94556e+00 -1.10326e+01 2.46217e+01
9.00000e+00 -9.90616e+00 -1.15591e+01 2.65829e+01
9.05000e+00 -1.04930e+01 -1.10981e+01 2.87387e+01
9.10000e+00 -1.04539e+01 -9.68450e+00 3.02956e+01
