0.00000e+00 0.00000e+00 -7.54312e+00 -6.57078e+00 -8.51546e+00 -7.54312e+00 -6.57078e+00 -8.51546e+00
8.00000e+01 0.00000e+00 -7.54312e+00 -6.57078e+00 -8.51546e+00 -7.54312e+00 -6.57078e+00 -8.51546e+00
1.60000e+02 0.00000e+00 -7.54312e+00 -6.57078e+00 -8.51546e+00 -7.54312e+00 -6.57078e+00 -8.51546e+00
2.40000e+02 0.00000e+00 -7.54312e+00 -6.57078e+00 -8.51546e+00 -7.54312e+00 -6.57078e+00 -8.51546e+00
3.20000e+02 0.00000e+00 -7.54312e+00 -6.57078e+00 -8.51546e+00 -7.54312e+00 -6.57078e+00 -8.51546e+00
4.00000e+02 1.00000e+00 -6.97540e+00 -5.29518e+00 -8.65561e+00 -7.52927e+00 -6.57542e+00 -8.48312e+00
4.80000e+02 1.00000e+00 -6.97540e+00 -5.29518e+00 -8.65561e+00 -7.43884e+00 -6.55716e+00 -8.32052e+00
5.60000e+02 1.00000e+00 -6.97540e+00 -5.29518e+00 -8.65561e+00 -7.37380e+00 -6.48530e+00 -8.26229e+00
6.40000e+02 1.00000e+00 -6.97540e+00 -5.29518e+00 -8.65561e+00 -7.32476e+00 -6.39854e+00 -8.25099e+00
7.20000e+02 1.00000e+00 -6.97540e+00 -5.29518e+00 -8.65561e+00 -7.28648e+00 -6.31342e+00 -8.25954e+00
8.00000e+02 2.00000e+00 -9.56320e+00 -8.00390e+00 -1.11225e+01 -7.28770e+00 -6.29401e+00 -8.28139e+00
8.80000e+02 2.00000e+00 -9.56320e+00 -8.00390e+00 -1.11225e+01 -7.49224e+00 -6.63674e+00 -8.34774e+00
9.60000e+02 2.00000e+00 -9.56320e+00 -8.00390e+00 -1.11225e+01 -7.66304e+00 -6.90357e+00 -8.42252e+00
1.04000e+03 2.00000e+00 -9.56320e+00 -8.00390e+00 -1.11225e+01 -7.80782e+00 -7.11002e+00 -8.50561e+00
1.12000e+03 2.00000e+00 -9.56320e+00 -8.00390e+00 -1.11225e+01 -7.93209e+00 -7.26864e+00 -8.59555e+00
