0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
-0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 -0.00000e+00
2.55180e-05 -2.55180e-05 -7.15573e-05 -8.94046e-05 -8.45441e-05 -6.50814e-05 -3.70878e-05 -4.54123e-06 3.00567e-05 6.51630e-05 9.98474e-05 1.33574e-04 1.66060e-04 1.97185e-04 2.26932e-04 2.55341e-04 2.82489e-04 3.08460e-04 3.33341e-04 3.57208e-04 3.80125e-04 4.02137e-04 4.23271e-04 4.43536e-04 4.62926e-04 4.81417e-04 4.98973e-04 5.15546e-04 5.31077e-04 5.45499e-04 5.58737e-04 5.70710e-04 5.81332e-04 5.90513e-04 5.98159e-04 6.04172e-04 6.08452e-04 6.10899e-04 6.11410e-04 6.09881e-04 6.06210e-04 6.00298e-04 5.92047e-04 5.81364e-04 5.68164e-04 5.52367e-04 5.33905e-04 5.12720e-04 4.88768e-04 4.62020e-04 4.32464e-04 4.00108e-04 3.64980e-04 3.27129e-04 2.86629e-04 2.43580e-04 1.98106e-04 1.50359e-04 1.00519e-04 4.87939e-05 -4.58116e-06 -5.93428e-05 -1.15201e-04 -1.71838e-04 -2.28914e-04 -2.86063e-04 -3.42902e-04 -3.99027e-04 -4.54019e-04 -5.07449e-04 -5.58877e-04 -6.07864e-04 -6.53967e-04 -6.96752e-04 -7.35793e-04 -7.70682e-04 -8.01030e-04 -8.26474e-04 -8.46682e-04 -8.61356e-04 -8.70234e-04 -8.73099e-04 -8.69773e-04 -8.60123e-04 -8.44058e-04 -8.21526e-04 -7.92513e-04 -7.57035e-04 -7.15132e-04 -6.66859e-04 -6.12284e-04 -5.51480e-04 -4.84539e-04 -4.11606e-04 -3.32972e-04 -2.49293e-04 -1.62087e-04 -7.48272e-05 4.70000e-06 5.96760e-05 5.66529e-05 -5.66529e-05
9.67671e-05 -9.67671e-05 -2.13260e-04 -2.49818e-04 -2.23514e-04 -1.53565e-04 -5.56602e-05 5.87563e-05 1.81764e-04 3.08056e-04 4.34179e-04 5.57972e-04 6.78159e-04 7.94067e-04 9.05417e-04 1.01218e-03 1.11448e-03 1.21251e-03 1.30648e-03 1.39659e-03 1.48302e-03 1.56587e-03 1.64522e-03 1.72107e-03 1.79336e-03 1.86200e-03 1.92684e-03 1.98769e-03 2.04432e-03 2.09647e-03 2.14386e-03 2.18618e-03 2.22312e-03 2.25434e-03 2.27948e-03 2.29818e-03 2.31009e-03 2.31483e-03 2.31204e-03 2.30135e-03 2.28240e-03 2.25484e-03 2.21835e-03 2.17262e-03 2.11737e-03 2.05235e-03 1.97735e-03 1.89221e-03 1.79683e-03 1.69114e-03 1.57518e-03 1.44903e-03 1.31285e-03 1.16688e-03 1.01146e-03 8.47012e-04 6.74045e-04 4.93172e-04 3.05099e-04 1.10628e-04 -8.93419e-05 -2.93816e-04 -5.01710e-04 -7.11852e-04 -9.22986e-04 -1.13378e-03 -1.34285e-03 -1.54872e-03 -1.74991e-03 -1.94487e-03 -2.13204e-03 -2.30987e-03 -2.47678e-03 -2.63125e-03 -2.77179e-03 -2.89695e-03 -3.00539e-03 -3.09582e-03 -3.16709e-03 -3.21815e-03 -3.24809e-03 -3.25616e-03 -3.24172e-03 -3.20432e-03 -3.14364e-03 -3.05952e-03 -2.95194e-03 -2.82100e-03 -2.66694e-03 -2.49008e-03 -2.29087e-03 -2.06993e-03 -1.82807e-03 -1.56657e-03 -1.28748e-03 -9.94466e-04 -6.94240e-04 -3.99302e-04 -1.32913e-04 6.24116e-05 1.11633e-04 -1.11633e-04
1.83464e-04 -1.83464e-04 -3.69785e-04 -4.09042e-04 -3.36864e-04 -1.85591e-04 1.84685e-05 2.55322e-04 5.10432e-04 7.73576e-04 1.03779e-03 1.29848e-03 1.55279e-03 1.79906e-03 2.03645e-03 2.26465e-03 2.48373e-03 2.69389e-03 2.89545e-03 3.08869e-03 3.27387e-03 3.45115e-03 3.62059e-03 3.78216e-03 3.93570e-03 4.08095e-03 4.21759e-03 4.34518e-03 4.46322e-03 4.57115e-03 4.66836e-03 4.75419e-03 4.82795e-03 4.88892e-03 4.93636e-03 4.96951e-03 4.98762e-03 4.98991e-03 4.97564e-03 4.94405e-03 4.89443e-03 4.82609e-03 4.73838e-03 4.63072e-03 4.50257e-03 4.35351e-03 4.18316e-03 3.99129e-03 3.77776e-03 3.54256e-03 3.28583e-03 3.00785e-03 2.70909e-03 2.39015e-03 2.05184e-03 1.69515e-03 1.32124e-03 9.31479e-04 5.27434e-04 1.10854e-04 -3.16315e-04 -7.51944e-04 -1.19373e-03 -1.63918e-03 -2.08568e-03 -2.53045e-03 -2.97058e-03 -3.40306e-03 -3.82480e-03 -4.23264e-03 -4.62340e-03 -4.99387e-03 -5.34090e-03 -5.66135e-03 -5.95221e-03 -6.21056e-03 -6.43366e-03 -6.61893e-03 -6.76404e-03 -6.86687e-03 -6.92559e-03 -6.93865e-03 -6.90481e-03 -6.82315e-03 -6.69305e-03 -6.51422e-03 -6.28668e-03 -6.01074e-03 -5.68701e-03 -5.31643e-03 -4.90025e-03 -4.44022e-03 -3.93875e-03 -3.39932e-03 -2.82732e-03 -2.23136e-03 -1.62566e-03 -1.03407e-03 -4.96584e-04 -7.96384e-05 1.08178e-04 -1.08178e-04
2.61532e-04 -2.61532e-04 -4.96485e-04 -5.11754e-04 -3.63818e-04 -9.92448e-05 2.44776e-04 6.39579e-04 1.06376e-03 1.50181e-03 1.94280e-03 2.37929e-03 2.80645e-03 3.22130e-03 3.62217e-03 4.00831e-03 4.37953e-03 4.73595e-03 5.07788e-03 5.40562e-03 5.71943e-03 6.01947e-03 6.30572e-03 6.57803e-03 6.83607e-03 7.07937e-03 7.30728e-03 7.51905e-03 7.71381e-03 7.89059e-03 8.04833e-03 8.18591e-03 8.30215e-03 8.39585e-03 8.46576e-03 8.51063e-03 8.52918e-03 8.52016e-03 8.48235e-03 8.41455e-03 8.31562e-03 8.18447e-03 8.02012e-03 7.82168e-03 7.58838e-03 7.31962e-03 7.01492e-03 6.67403e-03 6.29686e-03 5.88358e-03 5.43457e-03 4.95047e-03 4.43222e-03 3.88100e-03 3.29831e-03 2.68593e-03 2.04598e-03 1.38085e-03 6.93254e-04 -1.37815e-05 -7.36941e-04 -1.47262e-03 -2.21693e-03 -2.96574e-03 -3.71467e-03 -4.45912e-03 -5.19431e-03 -5.91530e-03 -6.61704e-03 -7.29439e-03 -7.94215e-03 -8.55516e-03 -9.12827e-03 -9.65646e-03 -1.01349e-02 -1.05588e-02 -1.09238e-02 -1.12257e-02 -1.14608e-02 -1.16258e-02 -1.17176e-02 -1.17338e-02 -1.16723e-02 -1.15318e-02 -1.13113e-02 -1.10103e-02 -1.06291e-02 -1.01682e-02 -9.62889e-03 -9.01305e-03 -8.32321e-03 -7.56282e-03 -6.73664e-03 -5.85135e-03 -4.91670e-03 -3.94733e-03 -2.96571e-03 -2.00677e-03 -1.12489e-03 -4.04198e-04 2.66600e-05 -2.66600e-05
3.15053e-04 -3.15053e-04 -5.59677e-04 -5.15038e-04 -2.56911e-04 1.54320e-04 6.70967e-04 1.25607e-03 1.88163e-03 2.52694e-03 3.17710e-03 3.82171e-03 4.45378e-03 5.06883e-03 5.66423e-03 6.23858e-03 6.79131e-03 7.32234e-03 7.83183e-03 8.32001e-03 8.78707e-03 9.23302e-03 9.65773e-03 1.00608e-02 1.04417e-02 1.07995e-02 1.11333e-02 1.14419e-02 1.17240e-02 1.19779e-02 1.22023e-02 1.23953e-02 1.25552e-02 1.26802e-02 1.27686e-02 1.28183e-02 1.28277e-02 1.27949e-02 1.27182e-02 1.25959e-02 1.24263e-02 1.22080e-02 1.19398e-02 1.16204e-02 1.12488e-02 1.08245e-02 1.03468e-02 9.81569e-03 9.23119e-03 8.59378e-03 7.90427e-03 7.16385e-03 6.37411e-03 5.53703e-03 4.65503e-03 3.73094e-03 2.76803e-03 1.77001e-03 7.41019e-04 -3.14401e-04 -1.39128e-03 -2.48427e-03 -3.58763e-03 -4.69529e-03 -5.80084e-03 -6.89762e-03 -7.97869e-03 -9.03694e-03 -1.00651e-02 -1.10558e-02 -1.20016e-02 -1.28951e-02 -1.37290e-02 -1.44961e-02 -1.51896e-02 -1.58027e-02 -1.63292e-02 -1.67633e-02 -1.70995e-02 -1.73331e-02 -1.74598e-02 -1.74763e-02 -1.73797e-02 -1.71679e-02 -1.68396e-02 -1.63945e-02 -1.58327e-02 -1.51555e-02 -1.43649e-02 -1.34640e-02 -1.24571e-02 -1.13497e-02 -1.01495e-02 -8.86703e-03 -7.51681e-03 -6.11971e-03 -4.70595e-03 -3.31973e-03 -2.02587e-03 -9.18765e-04 -1.34418e-04 1.34418e-04
3.33937e-04 -3.33937e-04 -5.35252e-04 -3.86550e-04 2.04857e-05 6.13308e-04 1.33477e-03 2.14042e-03 2.99626e-03 3.87683e-03 4.76349e-03 5.64302e-03 6.50631e-03 7.34738e-03 8.16252e-03 8.94960e-03 9.70758e-03 1.04360e-02 1.11349e-02 1.18042e-02 1.24440e-02 1.30541e-02 1.36339e-02 1.41830e-02 1.47002e-02 1.51844e-02 1.56341e-02 1.60476e-02 1.64230e-02 1.67581e-02 1.70507e-02 1.72986e-02 1.74993e-02 1.76503e-02 1.77493e-02 1.77936e-02 1.77809e-02 1.77088e-02 1.75749e-02 1.73772e-02 1.71136e-02 1.67823e-02 1.63817e-02 1.59104e-02 1.53674e-02 1.47520e-02 1.40638e-02 1.33029e-02 1.24697e-02 1.15651e-02 1.05906e-02 9.54816e-03 8.44013e-03 7.26956e-03 6.03997e-03 4.75549e-03 3.42077e-03 2.04103e-03 6.22055e-04 -8.29861e-04 -2.30789e-03 -3.80472e-03 -5.31258e-03 -6.82325e-03 -8.32813e-03 -9.81830e-03 -1.12845e-02 -1.27173e-02 -1.41070e-02 -1.54439e-02 -1.67182e-02 -1.79202e-02 -1.90402e-02 -2.00689e-02 -2.09971e-02 -2.18161e-02 -2.25178e-02 -2.30943e-02 -2.35387e-02 -2.38447e-02 -2.40069e-02 -2.40205e-02 -2.38820e-02 -2.35888e-02 -2.31391e-02 -2.25326e-02 -2.17696e-02 -2.08522e-02 -1.97833e-02 -1.85674e-02 -1.72108e-02 -1.57214e-02 -1.41102e-02 -1.23916e-02 -1.05850e-02 -8.71693e-03 -6.82406e-03 -4.95742e-03 -3.18798e-03 -1.61379e-03 -3.68608e-04 3.68608e-04
3.11880e-04 -3.11880e-04 -4.06626e-04 -1.02859e-04 4.95707e-04 1.30671e-03 2.26510e-03 3.32008e-03 4.43252e-03 5.57284e-03 6.71920e-03 7.85582e-03 8.97171e-03 1.00594e-02 1.11143e-02 1.21334e-02 1.31151e-02 1.40586e-02 1.49636e-02 1.58298e-02 1.66569e-02 1.74443e-02 1.81914e-02 1.88969e-02 1.95595e-02 2.01775e-02 2.07487e-02 2.12708e-02 2.17413e-02 2.21574e-02 2.25161e-02 2.28145e-02 2.30493e-02 2.32175e-02 2.33159e-02 2.33413e-02 2.32907e-02 2.31612e-02 2.29499e-02 2.26542e-02 2.22717e-02 2.18004e-02 2.12384e-02 2.05843e-02 1.98372e-02 1.89963e-02 1.80616e-02 1.70335e-02 1.59131e-02 1.47019e-02 1.34022e-02 1.20167e-02 1.05491e-02 9.00350e-03 7.38477e-03 5.69850e-03 3.95092e-03 2.14897e-03 3.00222e-04 -1.58710e-03 -3.50418e-03 -5.44158e-03 -7.38937e-03 -9.33708e-03 -1.12738e-02 -1.31883e-02 -1.50688e-02 -1.69036e-02 -1.86805e-02 -2.03873e-02 -2.20119e-02 -2.35421e-02 -2.49659e-02 -2.62717e-02 -2.74480e-02 -2.84842e-02 -2.93699e-02 -3.00956e-02 -3.06526e-02 -3.10330e-02 -3.12300e-02 -3.12380e-02 -3.10523e-02 -3.06698e-02 -3.00883e-02 -2.93075e-02 -2.83282e-02 -2.71530e-02 -2.57859e-02 -2.42331e-02 -2.25027e-02 -2.06055e-02 -1.85555e-02 -1.63710e-02 -1.40757e-02 -1.17009e-02 -9.28825e-03 -6.89297e-03 -4.58840e-03 -2.47110e-03 -6.66436e-04 6.66436e-04
2.45058e-04 -2.45058e-04 -1.62919e-04 3.52143e-04 1.18810e-03 2.25538e-03 3.48290e-03 4.81490e-03 6.20821e-03 7.62998e-03 9.05576e-03 1.04677e-02 1.18532e-02 1.32037e-02 1.45136e-02 1.57791e-02 1.69982e-02 1.81698e-02 1.92929e-02 2.03669e-02 2.13912e-02 2.23648e-02 2.32866e-02 2.41548e-02 2.49674e-02 2.57222e-02 2.64164e-02 2.70470e-02 2.76106e-02 2.81037e-02 2.85226e-02 2.88637e-02 2.91228e-02 2.92963e-02 2.93802e-02 2.93707e-02 2.92642e-02 2.90572e-02 2.87464e-02 2.83289e-02 2.78019e-02 2.71632e-02 2.64110e-02 2.55438e-02 2.45607e-02 2.34616e-02 2.22467e-02 2.09170e-02 1.94743e-02 1.79210e-02 1.62602e-02 1.44960e-02 1.26330e-02 1.06770e-02 8.63425e-03 6.51192e-03 4.31801e-03 2.06128e-03 -2.48765e-04 -2.60189e-03 -4.98716e-03 -7.39299e-03 -9.80719e-03 -1.22170e-02 -1.46092e-02 -1.69700e-02 -1.92856e-02 -2.15414e-02 -2.37231e-02 -2.58159e-02 -2.78053e-02 -2.96768e-02 -3.14160e-02 -3.30089e-02 -3.44420e-02 -3.57024e-02 -3.67778e-02 -3.76567e-02 -3.83288e-02 -3.87845e-02 -3.90159e-02 -3.90158e-02 -3.87790e-02 -3.83015e-02 -3.75811e-02 -3.66170e-02 -3.54107e-02 -3.39653e-02 -3.22860e-02 -3.03806e-02 -2.82592e-02 -2.59351e-02 -2.34254e-02 -2.07517e-02 -1.79414e-02 -1.50297e-02 -1.20612e-02 -9.09334e-03 -6.19871e-03 -3.46900e-03 -1.01774e-03 1.01774e-03
