0.00000e+00 7.54912e-01 -2.88738e-02
1.00000e-02 7.46956e-01 -3.60448e-02
2.00000e-02 7.38946e-01 -4.31536e-02
3.00000e-02 7.30929e-01 -5.02169e-02
4.00000e-02 7.22939e-01 -5.71437e-02
5.00000e-02 7.15028e-01 -6.38012e-02
6.00000e-02 7.07265e-01 -7.00202e-02
7.00000e-02 6.99729e-01 -7.56136e-02
8.00000e-02 6.92498e-01 -8.04059e-02
9.00000e-02 6.85636e-01 -8.42642e-02
1.00000e-01 6.79181e-01 -8.71202e-02
1.10000e-01 6.73146e-01 -8.89756e-02
1.20000e-01 6.67517e-01 -8.98907e-02
1.30000e-01 6.62266e-01 -8.99607e-02
1.40000e-01 6.57361e-01 -8.92881e-02
1.50000e-01 6.52774e-01 -8.79597e-02
1.60000e-01 6.48492e-01 -8.60315e-02
1.70000e-01 6.44513e-01 -8.35249e-02
1.80000e-01 6.40851e-01 -8.04314e-02
1.90000e-01 6.37527e-01 -7.67233e-02
2.00000e-01 6.34564e-01 -7.23673e-02
2.10000e-01 6.31984e-01 -6.73368e-02
2.20000e-01 6.29803e-01 -6.16215e-02
2.30000e-01 6.28029e-01 -5.52328e-02
2.40000e-01 6.26658e-01 -4.82058e-02
2.50000e-01 6.25683e-01 -4.05977e-02
2.60000e-01 6.25087e-01 -3.24831e-02
2.70000e-01 6.24853e-01 -2.39505e-02
2.80000e-01 6.24964e-01 -1.50944e-02
2.90000e-01 6.25404e-01 -6.01007e-03
3.00000e-01 6.26162e-01 3.19020e-03
3.10000e-01 6.27230e-01 1.24070e-02
3.20000e-01 6.28617e-01 2.15667e-02
3.30000e-01 6.30334e-01 3.05844e-02
3.40000e-01 6.32401e-01 3.93740e-02
3.50000e-01 6.34847e-01 4.78473e-02
3.60000e-01 6.37706e-01 5.59106e-02
3.70000e-01 6.41020e-01 6.34624e-02
3.80000e-01 6.44836e-01 7.03908e-02
3.90000e-01 6.49208e-01 7.65712e-02
4.00000e-01 6.54195e-01 8.18654e-02
4.10000e-01 6.59858e-01 8.61204e-02
4.20000e-01 6.66264e-01 8.91667e-02
4.30000e-01 6.73484e-01 9.08137e-02
4.40000e-01 6.81595e-01 9.08362e-02
4.50000e-01 6.90700e-01 8.89376e-02
4.60000e-01 7.00956e-01 8.46597e-02
4.70000e-01 7.12654e-01 7.71677e-02
4.80000e-01 7.26402e-01 6.47407e-02
4.90000e-01 7.43539e-01 4.35416e-02
5.00000e-01 7.67096e-01 4.60125e-03
5.10000e-01 8.02547e-01 -6.98506e-02
5.20000e-01 8.55368e-01 -2.03468e-01
5.30000e-01 9.27032e-01 -4.13622e-01
5.40000e-01 1.01067e+00 -6.89335e-01
5.50000e-01 1.09434e+00 -9.89411e-01
5.60000e-01 1.16805e+00 -1.26625e+00
5.70000e-01 1.22716e+00 -1.48908e+00
5.80000e-01 1.27166e+00 -1.64911e+00
5.90000e-01 1.30391e+00 -1.75229e+00
6.00000e-01 1.32688e+00 -1.81042e+00
6.10000e-01 1.34318e+00 -1.83553e+00
6.20000e-01 1.35488e+00 -1.83750e+00
6.30000e-01 1.36344e+00 -1.82367e+00
6.40000e-01 1.36987e+00 -1.79924e+00
6.50000e-01 1.37487e+00 -1.76771e+00
6.60000e-01 1.37887e+00 -1.73140e+00
6.70000e-01 1.38218e+00 -1.69184e+00
6.80000e-01 1.38498e+00 -1.65003e+00
6.90000e-01 1.38741e+00 -1.60664e+00
7.00000e-01 1.38954e+00 -1.56208e+00
7.10000e-01 1.39143e+00 -1.51666e+00
7.20000e-01 1.39311e+00 -1.47056e+00
7.30000e-01 1.39460e+00 -1.42390e+00
7.40000e-01 1.39591e+00 -1.37676e+00
7.50000e-01 1.39704e+00 -1.32918e+00
7.60000e-01 1.39801e+00 -1.28119e+00
7.70000e-01 1.39879e+00 -1.23278e+00
7.80000e-01 1.39939e+00 -1.18397e+00
7.90000e-01 1.39979e+00 -1.13472e+00
8.00000e-01 1.39999e+00 -1.08503e+00
8.10000e-01 1.39997e+00 -1.03488e+00
8.20000e-01 1.39973e+00 -9.84257e-01
8.30000e-01 1.39926e+00 -9.33161e-01
8.40000e-01 1.39855e+00 -8.81597e-01
8.50000e-01 1.39761e+00 -8.29582e-01
8.60000e-01 1.39643e+00 -7.77140e-01
8.70000e-01 1.39502e+00 -7.24305e-01
8.80000e-01 1.39338e+00 -6.71117e-01
8.90000e-01 1.39151e+00 -6.17614e-01
9.00000e-01 1.38943e+00 -5.63836e-01
9.10000e-01 1.38713e+00 -5.09817e-01
9.20000e-01 1.38463e+00 -4.55586e-01
9.30000e-01 1.38191e+00 -4.01165e-01
9.40000e-01 1.37899e+00 -3.46570e-01
9.50000e-01 1.37586e+00 -2.91810e-01
9.60000e-01 1.37252e+00 -2.36890e-01
9.70000e-01 1.36896e+00 -1.81812e-01
9.80000e-01 1.36518e+00 -1.26572e-01
9.90000e-01 1.36120e+00 -7.10503e-02
